City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ulsteinvik,62.3432,5.8487,13.2,89,100,2.24,NO,1691715738
365,katsuura,35.1333,140.3,28.48,75,13,6.23,JP,1691715738
366,tezu,27.9167,96.1667,25.52,97,100,0.67,IN,1691715738
367,la passe,45.5549,-0.8967,19.43,92,44,1.84,FR,1691715738
368,kavaratti,10.5669,72.642,27.72,76,100,7.32,IN,1691715738
369,khandyga,62.6667,135.6,24.25,36,1,1.94,RU,1691715738
370,sao jose da coroa grande,-8.8978,-35.1478,23.53,85,68,3.66,BR,1691715473
371,kailua-kona,19.6406,-155.9956,27.5,83,47,2.68,US,1691715739
372,gorleston-on-sea,52.573,1.7307,17.78,78,0,4.0,GB,1691715739
373,fale old settlement,-9.3852,-171.2468,27.73,78,89,5.76,TK,1691715739
374,hermanus,-34.4187,19.2345,15.31,58,0,1.0,ZA,1691715739
375,ambon,-3.6954,128.1814,27.08,78,40,3.6,ID,1691715739
376,mehran,33.1222,46.1646,37.09,12,0,3.41,IR,1691715739
377,bua yai,15.5855,102.4259,28.92,71,100,6.57,TH,1691715739
378,al kharijah,25.4514,30.5464,29.6,25,0,4.23,EG,1691715740
379,bebedja,8.6761,16.566,21.84,97,96,1.73,TD,1691715740
380,itoman,26.1247,127.6694,29.21,89,75,3.09,JP,1691715740
381,luna,10.9667,123.2333,29.5,72,90,6.65,PH,1691715740
382,vilhena,-12.7406,-60.1458,25.17,37,100,1.7,BR,1691715740
383,dakhla,23.6848,-15.958,21.9,82,79,6.35,EH,1691715510
384,atafu village,-8.5421,-172.5159,28.17,75,60,4.6,TK,1691715740
385,macapa,0.0389,-51.0664,27.99,78,20,4.12,BR,1691715668
386,takoradi,4.8845,-1.7554,22.46,94,18,1.24,GH,1691715609
387,labrador city,52.9463,-66.9114,14.95,77,75,2.06,CA,1691715606
388,lompoc,34.6391,-120.4579,26.12,85,100,2.57,US,1691715606
389,hobyo,5.3505,48.5268,24.33,85,57,10.75,SO,1691715740
390,christchurch,-43.5333,172.6333,11.34,66,61,2.06,NZ,1691715740
391,cidreira,-30.1811,-50.2056,17.69,96,98,7.07,BR,1691715726
392,usinsk,65.9939,57.5281,11.13,81,46,3.88,RU,1691715741
393,north platte,41.1239,-100.7654,29.43,53,0,1.79,US,1691715741
394,buala,-8.145,159.5921,25.8,87,100,6.35,SB,1691715741
395,amurzet,47.6967,131.0981,19.19,83,100,5.03,RU,1691715741
396,giridih,24.1833,86.3,26.79,82,100,2.64,IN,1691715741
397,tanah merah,5.8,102.15,25.9,89,17,1.23,MY,1691715741
398,puerto baquerizo moreno,-0.9,-89.6,23.97,83,6,6.38,EC,1691715613
399,san luis,-33.295,-66.3356,12.96,52,0,5.61,AR,1691715737
400,portland,45.5234,-122.6762,28.07,46,20,4.12,US,1691715576
401,akrehamn,59.2667,5.1833,11.11,87,15,1.03,NO,1691715742
402,araguaina,-7.1911,-48.2072,26.16,35,0,1.76,BR,1691715690
403,ugoofaaru,5.6667,73.0,28.22,74,100,6.85,MV,1691715742
404,broome,42.2506,-75.833,20.21,95,40,3.09,US,1691715550
405,holdrege,40.4403,-99.3698,30.6,68,0,2.06,US,1691715450
406,banda aceh,5.5577,95.3222,27.22,79,88,3.18,ID,1691715742
407,margate,51.3813,1.3862,19.83,78,8,1.34,GB,1691715367
408,hotan,37.0997,79.9269,29.01,20,96,2.76,CN,1691715742
409,heunghae,36.1125,129.3522,28.08,71,1,3.61,KR,1691715742
410,talcahuano,-36.7167,-73.1167,10.82,76,40,2.06,CL,1691715742
411,inonu,37.3167,33.7667,21.75,48,0,0.71,TR,1691715742
412,paidha,2.4167,30.9855,15.6,89,16,2.12,UG,1691715743
413,guiping,23.3925,110.0814,28.81,82,22,1.38,CN,1691715743
414,bolgar,54.95,49.0667,19.9,73,35,2.04,RU,1691715743
415,krakow,50.0833,19.9167,13.97,86,0,1.54,PL,1691715660
416,road town,18.4167,-64.6167,30.02,79,40,3.09,VG,1691715604
417,venezuela,8.0,-66.0,28.0,75,6,2.45,VE,1691715743
418,uitenhage,-33.7576,25.3971,19.12,30,0,6.08,ZA,1691715743
419,chernyshevsk,52.5243,117.0174,15.79,98,100,1.79,RU,1691715743
420,mascotte,28.5783,-81.8867,31.66,77,0,3.38,US,1691715743
421,san julian,21.0167,-102.1667,20.51,60,99,3.21,MX,1691715743
422,abraveses,40.6814,-7.921,16.16,78,3,0.76,PT,1691715743
423,port lincoln,-34.7333,135.8667,12.58,66,99,2.4,AU,1691715744
424,panacan,9.2463,118.4082,28.97,73,97,1.76,PH,1691715744
425,sao gabriel da cachoeira,-0.1303,-67.0892,23.14,98,100,0.3,BR,1691715744
426,aragarcas,-15.8975,-52.2508,25.6,36,0,1.35,BR,1691715744
427,tayoltita,24.0833,-105.9333,21.65,93,100,0.92,MX,1691715744
428,komatsu,36.4026,136.4509,32.99,55,20,3.09,JP,1691715744
429,thunder bay,48.4001,-89.3168,18.99,59,75,2.06,CA,1691715583
430,coronel dorrego,-38.7187,-61.2873,11.59,58,100,4.27,AR,1691715744
431,lijiang,26.8688,100.2207,18.55,89,100,0.98,CN,1691715745
432,taikang,46.8333,124.4167,23.91,71,68,3.81,CN,1691715745
433,sumbawa besar,-8.5,117.4333,27.85,46,13,1.88,ID,1691715703
434,afaahiti,-17.75,-149.2833,26.93,69,100,8.17,PF,1691715745
435,salacgriva,57.7536,24.3581,14.32,78,100,3.16,LV,1691715745
436,dali,25.7,100.1833,19.32,90,100,1.0,CN,1691715745
437,birao,10.2849,22.7882,21.85,93,58,0.87,CF,1691715745
438,urdinarrain,-32.6857,-58.8932,17.34,82,100,2.32,AR,1691715745
439,severo-yeniseyskiy,60.3725,93.0408,12.35,97,100,0.97,RU,1691715746
440,junin de los andes,-39.9504,-71.0694,4.3,76,78,5.41,AR,1691715746
441,khategaon,22.6,76.9167,22.99,92,29,2.43,IN,1691715746
442,bodo,67.28,14.405,15.99,70,0,6.17,NO,1691715746
443,san cristobal verapaz,15.3833,-90.4,18.31,94,100,0.0,GT,1691715746
444,luanda,-8.8368,13.2343,20.0,94,0,4.63,AO,1691715640
445,daru,-9.0763,143.2092,25.37,70,100,7.45,PG,1691715747
446,qui nhon,13.7667,109.2333,31.39,61,14,4.32,VN,1691715747
447,fairwood,47.4484,-122.1573,23.74,56,75,3.09,US,1691715747
448,masina,-4.3836,15.3914,26.16,65,75,3.09,CD,1691715747
449,yuzhno-kurilsk,44.0306,145.8556,22.25,88,100,6.05,RU,1691715747
450,glace bay,46.1969,-59.957,17.25,86,75,7.2,CA,1691715747
451,salekhard,66.53,66.6019,9.48,77,0,2.49,RU,1691715747
452,nakasongola,1.3089,32.4564,17.48,91,11,0.39,UG,1691715747
453,phalauda,29.1833,77.8167,26.98,86,23,0.79,IN,1691715748
454,maumere,-8.6199,122.2111,26.52,66,100,1.8,ID,1691715748
455,moreira sales,-24.0622,-53.0069,21.6,48,0,3.83,BR,1691715663
456,barah,13.7,30.3667,26.58,66,100,5.58,SD,1691715748
457,boyolangu,-8.1181,111.8935,23.97,76,32,2.3,ID,1691715748
458,jessen,51.7833,12.95,12.91,93,75,0.0,DE,1691715748
459,papao,-17.75,-149.55,27.82,70,100,9.13,PF,1691715749
460,rahimah,26.7079,50.0619,32.12,69,0,1.4,SA,1691715749
461,puerto rico,-26.796,-55.024,19.83,91,24,1.63,AR,1691715582
462,egilsstadir,65.2653,-14.3948,7.95,87,75,4.12,IS,1691715749
463,nesebar,42.7833,27.7333,17.49,85,100,7.03,BG,1691715749
464,verkhnedneprovskiy,54.9813,33.3457,13.68,68,100,2.66,RU,1691715749
465,pandan,14.0453,124.1694,30.67,67,100,2.27,PH,1691715749
466,ain defla,36.2641,1.9679,29.19,36,0,1.35,DZ,1691715749
467,oriximina,-1.7656,-55.8661,26.97,67,99,1.89,BR,1691715749
468,bonthe,7.5264,-12.505,25.08,83,100,4.77,SL,1691715750
469,labytnangi,66.6572,66.4183,9.66,80,0,1.39,RU,1691715750
470,howard springs,-12.497,131.047,28.23,38,10,4.87,AU,1691715750
471,floro,61.5996,5.0328,9.98,93,100,3.09,NO,1691715750
472,ancud,-41.8697,-73.8203,8.77,56,48,9.14,CL,1691715624
473,baruun-urt,46.6806,113.2792,20.96,70,5,3.36,MN,1691715751
474,posto fiscal rolim de moura,-13.0833,-62.2667,27.31,45,30,0.69,BR,1691715752
475,kruisfontein,-34.0033,24.7314,18.27,32,0,5.75,ZA,1691715752
476,pieksamaki,62.3,27.1333,11.32,97,17,2.12,FI,1691715752
477,usta muhammad,28.1794,68.0445,30.37,61,100,4.53,PK,1691715752
478,alto araguaia,-17.3147,-53.2153,22.65,34,0,2.23,BR,1691715752
479,ndjole,-0.1783,10.7649,23.79,84,100,1.84,GA,1691715752
480,zhongshu,24.5167,103.7667,20.98,88,22,0.35,CN,1691715752
481,lexington,37.9887,-84.4777,25.62,73,99,2.74,US,1691715472
482,mount gambier,-37.8333,140.7667,12.55,80,100,3.73,AU,1691715752
483,palmas,-10.2128,-48.3603,26.93,50,0,2.06,BR,1691715542
484,rakitnoye,50.8389,35.8515,18.19,97,100,3.95,RU,1691715753
485,folkston,30.8305,-82.0098,28.88,81,0,1.45,US,1691715753
486,belle plaine,44.6227,-93.7686,24.65,78,100,2.1,US,1691715552
487,taoudenni,22.6783,-3.9836,38.11,9,0,7.78,ML,1691715547
488,kembe,4.6228,21.8865,20.06,95,96,0.78,CF,1691715753
489,atherton,53.5237,-2.4935,20.72,85,96,0.89,GB,1691715753
490,grand falls-windsor,48.9332,-55.6649,15.28,95,100,1.33,CA,1691715753
491,chernyshevskiy,63.0128,112.4714,20.17,66,100,3.14,RU,1691715753
492,darwin,-12.4611,130.8418,28.27,48,0,7.2,AU,1691715754
493,garoua,9.3,13.4,22.14,95,97,1.59,CM,1691715754
494,terrace,54.5163,-128.6035,18.95,68,100,6.69,CA,1691715754
495,maun,-19.9833,23.4167,13.98,58,0,3.09,BW,1691715754
496,enid,36.3956,-97.8784,32.09,48,0,4.12,US,1691715525
497,huarmey,-10.0681,-78.1522,19.7,81,16,4.34,PE,1691715754
498,nykobing mors,56.7933,8.8528,13.4,84,5,4.63,DK,1691715754
499,phang nga,8.4509,98.5298,28.02,83,23,1.05,TH,1691715755
500,malvan,16.0667,73.4667,25.83,83,96,1.86,IN,1691715755
501,diawara,15.022,-12.5437,28.93,68,74,7.89,SN,1691715755
502,heroica caborca,30.7167,-112.15,34.85,27,100,6.52,MX,1691715645
503,roma,43.2128,-75.4557,20.08,96,75,2.57,US,1691715755
504,haiku-pauwela,20.9219,-156.3051,27.92,73,26,4.02,US,1691715755
505,walvis bay,-22.9575,14.5053,13.53,94,65,3.6,NA,1691715756
506,ulanhot,46.0833,122.0833,21.76,80,98,5.51,CN,1691715756
507,priargunsk,50.3691,119.1012,19.73,71,100,2.62,RU,1691715756
508,chuguyevka,44.1653,133.8633,19.41,96,100,2.54,RU,1691715756
509,kaset sombun,16.2805,101.9542,25.15,89,100,2.09,TH,1691715756
510,torghay,49.6339,63.4981,19.09,60,29,6.64,KZ,1691715756
511,smithers,54.7804,-127.1743,20.18,45,75,2.57,CA,1691715756
512,tyukhtet,56.5389,89.3011,16.03,84,100,1.22,RU,1691715757
513,lupiro,-8.3833,36.6667,18.31,65,0,0.98,TZ,1691715757
514,lihue,21.9789,-159.3672,28.19,64,13,5.65,US,1691715757
515,kuching,1.55,110.3333,27.8,84,20,1.54,MY,1691715757
516,rabaul,-4.1967,152.1721,26.32,76,100,7.61,PG,1691715757
517,nizhniy kuranakh,58.8353,125.4869,19.82,68,100,4.01,RU,1691715757
518,ipira,-12.1583,-39.7372,19.37,86,67,3.95,BR,1691715757
519,mar del plata,-38.0023,-57.5575,15.61,92,0,3.09,AR,1691715515
520,tongchuanshi,35.0806,109.0897,23.66,84,100,0.93,CN,1691715757
521,akureyri,65.6835,-18.0878,6.96,87,100,2.06,IS,1691715757
522,inari,68.906,27.0288,13.11,94,0,3.01,FI,1691715757
523,touros,-5.1989,-35.4608,24.58,80,13,6.43,BR,1691715757
524,tateyama,34.9833,139.8667,28.28,76,8,5.28,JP,1691715757
525,albertina,-22.2008,-46.6158,17.75,62,0,2.92,BR,1691715541
526,tucumcari,35.1717,-103.725,36.64,16,0,3.6,US,1691715758
527,aban,56.67,96.06,18.84,63,86,2.59,RU,1691715758
528,funafuti,-8.5243,179.1942,31.0,84,75,2.57,TV,1691715758
529,ust'-kut,56.7938,105.7672,17.32,87,100,1.59,RU,1691715758
530,san sebastian de la gomera,28.0916,-17.1133,29.2,44,0,1.03,ES,1691715758
531,karystos,38.0133,24.4161,25.23,58,48,6.71,GR,1691715758
532,hadibu,12.65,54.0333,25.28,81,100,7.05,YE,1691715758
533,itacoatiara,-3.1431,-58.4442,26.96,59,29,1.14,BR,1691715679
534,bakanas,44.8081,76.2772,27.43,38,100,3.48,KZ,1691715758
535,berezovo,63.9381,65.0419,9.87,77,7,2.89,RU,1691715759
536,thulamahashi,-24.7246,31.1994,15.28,82,97,1.48,ZA,1691715759
537,dul'durga,50.6761,113.5931,16.77,94,100,1.65,RU,1691715759
538,kavarna,43.4333,28.3333,19.21,76,100,9.39,BG,1691715759
539,antofagasta,-23.65,-70.4,16.6,75,14,3.32,CL,1691715130
540,mejit,10.2753,170.8646,27.98,78,40,5.73,MH,1691715759
541,broken hill,-31.95,141.4333,14.8,46,0,3.0,AU,1691715753
542,revda,56.801,59.9303,12.51,73,100,1.38,RU,1691715759
543,queenstown,-31.8976,26.8753,10.37,50,0,2.77,ZA,1691715666
544,xining,36.6167,101.7667,16.06,92,100,0.58,CN,1691715759
545,sao joao da barra,-21.6403,-41.0511,23.05,85,0,8.51,BR,1691715760
546,kourou,5.1552,-52.6478,25.03,89,47,2.78,GF,1691715760
547,novoye devyatkino,60.0727,30.4784,17.68,74,100,1.31,RU,1691715760
548,santo antonio de padua,-21.5394,-42.1803,20.72,83,0,1.05,BR,1691715753
549,ardestan,33.3761,52.3694,25.51,19,0,1.79,IR,1691715760
550,morant bay,17.8815,-76.4093,26.51,83,32,3.01,JM,1691715760
551,timbuktu,16.7735,-3.0074,33.07,41,77,2.56,ML,1691715760
552,palikir - national government center,6.9248,158.1611,28.47,84,100,2.57,FM,1691715761
553,tahe,52.3333,124.7333,22.79,59,100,2.65,CN,1691715761
554,kuvandyk,51.4781,57.3552,16.95,92,3,6.07,RU,1691715761
555,astara,38.5,48.6667,18.39,39,0,2.02,AZ,1691715761
556,aioun,16.6614,-9.6149,32.26,45,79,6.72,MR,1691715761
557,guerrero negro,27.9769,-114.0611,23.88,74,0,8.09,MX,1691715762
558,palu,-0.8917,119.8707,28.43,79,89,0.24,ID,1691715762
559,lazaro cardenas,17.9583,-102.2,28.98,76,17,3.81,MX,1691715762
560,gemena,3.25,19.7667,21.42,99,85,0.61,CD,1691715762
561,coron,11.9986,120.2043,29.11,75,78,4.05,PH,1691715762
562,singkawang,0.9,109.0,25.44,90,94,2.56,ID,1691715762
563,san cristobal,7.7669,-72.225,25.1,93,100,1.98,VE,1691715762
564,taza,34.25,-3.75,30.43,33,5,1.2,MA,1691715763
565,chulym,55.0997,80.9572,11.83,86,100,4.05,RU,1691715763
566,shangmei,27.7428,111.2956,27.85,75,0,1.11,CN,1691715763
567,isla vista,34.4133,-119.861,24.95,81,75,5.14,US,1691715763
568,suva,-18.1416,178.4415,21.71,88,75,3.6,FJ,1691715763
569,likiep,9.8251,169.3107,27.85,72,23,4.54,MH,1691715763
570,pailon,-17.65,-62.75,27.5,35,0,5.11,BO,1691715763
571,kununurra,-15.7667,128.7333,26.99,34,61,3.09,AU,1691715763
572,olenino,56.2092,33.4889,12.41,70,100,1.79,RU,1691715763
573,gallup,35.5281,-108.7426,26.42,50,0,2.57,US,1691715764
574,arvayheer,46.2639,102.775,15.53,63,1,1.28,MN,1691715764
575,praia,14.9215,-23.5087,26.3,73,20,3.09,CV,1691715764
576,medina,24.4686,39.6142,32.24,12,0,3.6,SA,1691715616
